gudClssCd,routeCd,routeNm,rprsTelNo,svarAddr,svarCd,svarNm,sliced_rest,wifi,satisfaction,electric_car,nursing_room,pharmacy,Braile_block,pet,latitude,longitude,hdqrCd
1,100,남해선,0510000000,경남 진주시 지수면 금곡리 240-4 남해고속도로,451,지수졸음쉼터(부산),지수졸음쉼터(부산),False,,False,False,False,False,False,,,700000
1,100,남해선,0553423236,경남 김해시 진영읍 우동리(하계로96번길)94-4,63,진영(부산)휴게소,진영(부산),True,,True,True,False,True,False,35.2779101,128.715388,700000
0,100,남해선,0553423959,경남 김해시 진영읍 우동리(하계로96번길) 68,64,진영(순천)휴게소,진영(순천),True,,True,True,False,True,False,35.280059,128.716044,700000
1,100,남해선,0557593205,경남 진주시 호탄동 382 외 62필지,347,진주(부산)휴게소,진주(부산),True,,True,True,False,True,True,35.159772,128.1220101,700000
1,100,남해선,0555822191,경남 함안군 군북면 유현리 산 993-6,344,함안(부산)휴게소,함안(부산),True,1.0,True,True,False,True,False,35.294068,128.346957,700000
0,100,남해선,0555825470,경남 함안군 군북면 유현리 산 993-1,348,함안(순천)휴게소,함안(순천),True,2.0,False,True,False,True,False,35.294701,128.344767,700000
0,101,남해선(영암순천),0618645007,전남 장흥군 부산면 호계리 산 211-1 외 9필지,575,장흥정남진휴게소,장흥정남진,True,,False,True,False,False,False,34.720894,126.931319,500000
0,1020,남해제1지선,00000000000,경상남도 창원시 의창구 동정동 495,544,창원(부산)졸음쉼터,창원(부산)졸음쉼터,False,,False,False,False,False,False,,,700000
0,1040,남해제2지선,0519412110,부산 강서구 남해2지선고속도로 19(대저2동),592,서부산(순천)휴게소,서부산(순천),False,,False,False,False,False,False,,,700000
0,1040,남해제2지선,0553132610,경남 김해시 장유면 부곡리 53-1,236,장유(서부산)휴게소,장유(서부산),True,,True,True,False,False,False,35.212074,128.7935801,700000
0,250,"논산천안선,호남선",00000000000,충남 공주시 이인면 논산천안고속도로 32,461,이인(천안)휴게소,이인(천안),False,,False,False,False,False,False,,,990000
1,250,"논산천안선,호남선",00000000000,충남 공주시 정안면 논산천안고속도로 57,460,정안알밤(논산)휴게소,정안알밤(논산),False,,False,False,False,False,False,,,990000
0,250,"논산천안선,호남선",00000000000,충남 공주시 정안면 논산천안고속도로 58,459,정안알밤(천안)휴게소,정안알밤(천안),False,,False,False,False,False,False,,,990000
1,250,"논산천안선,호남선",00000000000,충남 공주시 탄천면 장선리 151-6,462,탄천(논산)휴게소,탄천(논산),False,,False,False,False,False,False,,,990000
0,207,대구포항선,0543380037,경북 영천시 임고면 금대리 99,257,영천(대구)휴게소,영천(대구),True,,True,True,False,True,False,36.053254,129.044422,600000
1,207,대구포항선,0543380062,경북 영천시 임고면 금대리 103,258,영천(포항)휴게소,영천(포항),True,,True,True,False,True,False,36.051451,129.042544,600000
1,207,대구포항선,0538531086,경북 경산시 와촌면 강학리 산71-1 외 14필지,294,와촌(포항)휴게소,와촌(포항),True,,True,True,False,True,False,35.951819,128.775563,600000
0,207,대구포항선,0543375009,경북 영천시 청통면 우천리 산 160-4,293,청통(대구)휴게소,청통(대구),True,,True,True,False,True,False,35.993928,128.859145,600000
0,3000,대전남부순환선,0420000000,대전광역시 동구 이사동 산16,569,산내졸음쉼터,산내졸음쉼터,False,,False,False,False,False,False,,,400000
1,650,동해선,0336448345,강원 강릉시 구정면 제비리 888,267,구정(삼척)휴게소,구정(삼척),True,,True,True,False,False,False,37.722214,128.8511601,300000
0,650,동해선,0336444760,강원 강릉시 구정면 동해고속도로 346,274,구정(속초)휴게소,구정(속초),True,,True,True,False,True,False,37.723012,128.854228,300000
1,650,동해선,0335346631,강원도 동해시 망상동 산5-1,233,동해(삼척)휴게소,동해(삼척),True,,True,True,False,False,False,37.601776,129.073636,300000
1,650,동해선,07082407781,강원 양양군 현남면 남애리 산 42-1,339,양양(동해)휴게소,양양(동해),False,,False,False,False,False,False,,,300000
0,650,동해선,07082407761,강원 양양군 현남면 남애리 산 42-1,338,양양(속초)휴게소,양양(속초),False,,False,False,False,False,False,,,300000
0,650,동해선,0335341700,강원 강릉시 옥계면 도직리 산2-2,301,옥계(속초)휴게소,옥계(속초),True,1.0,True,True,False,True,False,37.616198,129.060129,300000
1,650,동해선,00000000000,부산 기장군 장안읍 동해고속도로 25,481,장안(부산)휴게소,장안(부산),False,,False,False,False,False,False,,,990000
0,650,동해선,00000000000,부산 기장군 장안읍 동해고속도로 26,482,장안(울산)휴게소,장안(울산),False,,False,False,False,False,False,,,990000
0,121,무안광주선,0613248840,전남 함평군 엄다면 무안광주고속도로 12,269,함평나비(광주)휴게소,함평나비(광주),True,,True,True,False,True,False,35.037283,126.511676,500000
1,121,무안광주선,0613248858,전남 함평군 엄다면 화양리 1025-3번지,270,함평나비(무안)휴게소,함평나비(무안),True,,True,True,False,True,False,35.038198,126.508813,500000
0,6000,부산외곽순환선,0553122820,경남 김해시 대동면 동남로 400,548,김해금관가야휴게소,김해금관가야,True,,True,True,False,False,False,35.269933,129.003134,700000
0,3010,상주영천선,0543838448,경상북도 영천시 신녕면 치산효령로 86 5-43,520,군위영천(영천)휴게소,군위영천(영천),False,,False,False,False,False,False,,,990000
1,3010,상주영천선,0544752974,경상북도 구미시 도개면 용산3길 132 122-65,517,낙동강구미(상주)휴게소,낙동강구미(상주),False,,False,False,False,False,False,,,990000
0,3010,상주영천선,0544752975,경상북도 의성군 단밀면 도안로 757-68,516,낙동강의성(영천)휴게소,낙동강의성(영천),False,,False,False,False,False,False,,,990000
1,3010,상주영천선,0543838778,경상북도 영천시 신녕면 치산효령로 98 9-23,521,삼국유사군위(상주)휴게소,삼국유사군위(상주),False,,False,False,False,False,False,,,990000
0,300,서산영덕선,0418540050,충남 공주시 의당면 청룡리 65-16,324,공주(당진)휴게소,공주(당진),True,,True,True,False,True,False,36.498679,127.164921,400000
1,300,서산영덕선,0418546060,충남 공주시 장기면 송선리 320-3,318,공주(대전)휴게소,공주(대전),True,,True,True,False,True,False,36.496946,127.1666701,400000
0,300,서산영덕선,0413350020,충남 당진군 면천면 자개리 산42-2,382,면천(당진)휴게소,면천(당진),False,,False,False,False,False,False,,,400000
1,300,서산영덕선,0413340094,충남 당진군 면천면 자개리 산48-4,381,면천(대전)휴게소,면천(대전),False,,False,False,False,False,False,,,400000
1,300,서산영덕선,0437152820,충북 청주시 상당구 문의면 남계리 654번지,582,문의청남대(영덕)휴게소,문의청남대(영덕),False,,False,False,False,False,False,,,900000
1,300,서산영덕선,00000000000,충북 청원군 문의면 남계리,388,문의청남대(영덕)휴게소(임시),문의청남대(영덕)(임시),False,,False,False,False,False,False,,,900000
0,300,서산영덕선,0432232820,충북 청주시 상당구 문의면 남계리 산59-4번지,581,문의청남대(청주)휴게소,문의청남대(청주),False,,False,False,False,False,False,,,900000
0,300,서산영덕선,0432258226,충북 청원군 문의면 남계리 산59-6,387,문의청남대(청주)휴게소(임시),문의청남대(청주)(임시),False,,False,False,False,False,False,,,900000
1,300,서산영덕선,00000000000,경북 상주시 거동동 산 107-14,386,상주(영덕)휴게소,상주(영덕),False,,False,False,False,False,False,,,900000
0,300,서산영덕선,0545313776,경북 상주시 거동동 산 107-9,385,상주(청원)휴게소,상주(청원),False,,False,False,False,False,False,,,900000
0,300,서산영덕선,0435441466,충북 보은군 마로면 적암리 180외 19필지,279,속리산(청주)휴게소,속리산(청주),False,,True,True,False,False,False,36.447804,127.869061,900000
0,300,서산영덕선,0413350020,충남 공주시 신풍면 평소리 51,379,신풍(당진)휴게소,신풍(당진),False,,False,False,False,False,False,,,400000
1,300,서산영덕선,0413340094,충남 공주시 신풍면 영정리 158-2,380,신풍(대전)휴게소,신풍(대전),False,,False,False,False,False,False,,,400000
0,300,서산영덕선,0413350020,충남 예산군 신양면 서계양리 672-3,316,예산(당진)휴게소,예산(당진),True,,True,True,False,True,False,36.619429,126.846389,400000
1,300,서산영덕선,0413340094,충남 예산군 신양면 서계양리 662-28,314,예산(대전)휴게소,예산(대전),True,,True,True,False,True,False,36.6234601,126.839619,400000
1,300,서산영덕선,0548629251,경북 의성군 안계면 새못안길 45-47,496,의성(영덕)휴게소,의성(영덕),True,,True,True,False,True,False,36.409501,128.447699,600000
0,300,서산영덕선,0548629072,경북 의성군 안계면 새못안길 45-49,495,의성(청주)휴게소,의성(청주),True,,True,True,False,False,False,36.410954,128.4447101,600000
0,300,서산영덕선,0540000000,경북 의성군 옥산면 신계리 산93-4,499,점곡(상주)휴게소,점곡(상주),False,,False,False,False,False,False,,,600000
1,300,서산영덕선,0540000000,경북 의성군 점곡면 윤암리 산4-37,500,점곡(영덕)휴게소,점곡(영덕),False,,False,False,False,False,False,,,600000
1,300,서산영덕선,0548739102,경북 청송군 파천면 중평병부길 203-115,504,청송(영덕)휴게소,청송(영덕),True,,False,True,False,True,False,36.455725,129.0131901,600000
0,300,서산영덕선,0548735911,경북 청송군 파천면 중평병부길 203-92,503,청송(청주)휴게소,청송(청주),True,,False,True,False,False,False,36.456721,129.012028,600000
1,300,서산영덕선,0545311982,경북 상주시 화서면 상용리 408,280,화서(영덕)휴게소,화서(영덕),False,,True,True,False,False,True,36.444053,127.922637,900000
0,600,서울양양선,00000000000,경기 가평군 설악면 미사리 145,454,가평(서울)휴게소,가평(서울),False,,False,False,False,False,False,,,990000
1,600,서울양양선,00000000000,경기 가평군 설악면 미사리 149,455,가평(춘천)휴게소,가평(춘천),False,,False,False,False,False,False,,,990000
0,600,서울양양선,0338528605,강원 인제군 상남면 하남리 372번지,513,내린천휴게소,내린천,True,,True,True,False,False,False,37.916535,128.286377,300000
0,600,서울양양선,0334369000,대전광역시 서구 대덕대로220번길 46 (둔산동),509,홍천(서울)휴게소,홍천(서울),True,,True,True,False,True,False,37.758898,128.0065801,300000
1,600,서울양양선,0334363000,대전광역시 서구 대덕대로220번길 46 (둔산동),510,홍천(양양)휴게소,홍천(양양),True,,True,True,False,True,False,37.757369,128.003099,300000
0,1510,서천공주선,0418335400,충남 부여군 내산면 율암리 149-5,320,부여백제(공주)휴게소,부여백제(공주),True,,True,True,False,True,False,36.258352,126.8000701,400000
1,1510,서천공주선,0418345600,충남 부여군 내산면 율암리  134,321,부여백제(서천)휴게소,부여백제(서천),True,,True,True,False,True,False,36.258383,126.796755,400000
0,1510,서천공주선,0413350020,충남 청양군 목면 대평리 105-7,384,청양(공주)휴게소,청양(공주),False,,False,False,False,False,False,,,400000
1,1510,서천공주선,0413350020,충남 청양군 목면 대평리 105,383,청양(서천)휴게소,청양(서천),False,,False,False,False,False,False,,,400000
1,150,서해안선,0635616313,전북 고창군 신림면 벽송리 557-10,110,고창고인돌(목포)휴게소,고창고인돌(목포),True,,True,True,False,False,False,35.468653,126.673871,800000
0,150,서해안선,0635616323,전북 고창군 고창읍 신월리(서해안고속도로),112,고창고인돌(서울)휴게소,고창고인돌(서울),True,,True,True,False,False,False,35.4620701,126.673477,800000
1,150,서해안선,0634530402,전라북도 군산시 성산면 산곡리 산1,108,군산(목포)휴게소,군산(목포),True,,True,True,False,True,False,35.980591,126.828971,800000
0,150,서해안선,0634532818,전북 군산시 나포면 서해안고속도로 3182,106,군산(서울)휴게소,군산(서울),True,1.0,True,True,False,True,True,36.018831,126.797698,800000
1,150,서해안선,00000000000,충남 당진시 송악읍 서해안고속도로 265,534,당진(목포)졸음쉼터,당진(목포)졸음쉼터,False,,False,False,False,False,False,,,400000
0,150,서해안선,00000000000,충남 당진시 송악읍 서해안고속도로 265,533,당진(서울)졸음쉼터,당진(서울)졸음쉼터,False,,False,False,False,False,False,,,400000
0,150,서해안선,,전북 고창군 대산면 산정리286-38,378,대산상쉼터,대산상쉼터,False,,False,False,False,False,False,,,800000
1,150,서해안선,0419316901,충남 보령시 주교면 주교리 933-5,103,대천(목포)휴게소,대천(목포),True,,True,True,False,True,False,36.372995,126.555684,800000
0,150,서해안선,0419316801,충남 보령시 주교면 주교리 904-34,102,대천(서울)휴게소,대천(서울),True,,True,True,False,True,False,36.374457,126.558327,800000
1,150,서해안선,0312961501,경기도 화성시 매송면 서해안고속도로 315,555,매송(목포)휴게소,매송(목포),True,,True,True,False,True,True,37.265084,126.888544,200000
0,150,서해안선,0312951501,경기 화성시 매송면 서해안고속도로 316,554,매송(서울)휴게소,매송(서울),True,,True,True,False,True,True,37.264769,126.891795,200000
0,150,서해안선,0314110590,경기 시흥시 목감동 125 외9필지,326,목감(서울)휴게소,목감(서울),False,,False,True,False,True,False,37.389393,126.869964,200000
1,150,서해안선,0637768003,전북 부안군 주산면 서해안고속도로 103,586,부안고려청자(목포)휴게소,부안고려청자(목포),True,,False,False,False,False,False,,,800000
0,150,서해안선,0637767002,전북 부안군 주산면 서해안고속도로 106,585,부안고려청자(서울)휴게소,부안고려청자(서울),True,,False,False,False,False,False,,,800000
0,150,서해안선,0000000000,전북 부안군 주산면 덕림리 924-5,376,부안상쉼터,부안상쉼터,False,,False,False,False,False,False,,,800000
1,150,서해안선,0000000000,전북 부안군 주산면 덕림리 933-4,377,부안하쉼터,부안하쉼터,False,,False,False,False,False,False,,,800000
1,150,서해안선,0416888814,충청남도 서산시 해미면 삼송리 119,98,서산(목포)휴게소,서산(목포),True,,True,True,False,False,True,36.742991,126.565029,400000
0,150,서해안선,0416887714,충남 서산시 해미면 삼송리(서해안고속도로) 242,100,서산(서울)휴게소,서산(서울),True,2.0,True,True,False,True,False,36.734194,126.566302,400000
1,150,서해안선,0419525757,충남 서천군 비인면 서해안고속도로169(성산리),262,서천(목포)휴게소,서천(목포),True,,True,True,False,True,False,36.129505,126.626485,800000
0,150,서해안선,0419529700,충남 서천군 비인면 성산리 22-4,261,서천(서울)휴게소,서천(서울),True,,True,True,False,True,False,36.131929,126.627834,800000
1,150,서해안선,0613519935,전남 영광군 군서면 보라리 산 103-23,389,영광(목포)휴게소,영광(목포),False,,False,False,False,False,False,,,500000
1,150,서해안선,0613233751,전남 함평군 함평읍 서해안고속도로 31,117,함평천지(목포)휴게소,함평천지(목포),True,2.0,True,True,False,False,False,35.069687,126.478247,500000
0,150,서해안선,0613233641,전라남도 함평군 손불면 죽암리 29-1,115,함평천지(서울)휴게소,함평천지(서울),True,,True,True,False,True,False,35.130746,126.482295,500000
0,150,서해안선,0413580700,충남 당진군 신평면 매산리 513,341,행담도휴게소,행담도,True,,True,True,True,True,False,36.944819,126.807525,400000
1,150,서해안선,0416421151,충남 홍성군 은하면 금국리 292-3,254,홍성(목포)휴게소,홍성(목포),True,2.0,True,True,False,True,False,36.552584,126.579514,800000
0,150,서해안선,0416421172,경기 이천시 부발읍 아미리,253,홍성(서울)휴게소,홍성(서울),True,2.0,True,True,False,True,False,36.5524301,126.5818701,800000
1,150,서해안선,0313538140,경기도 화성군 팔탄면 덕천리 102-1,93,화성(목포)휴게소,화성(목포),True,,True,True,False,True,False,37.143612,126.8790801,200000
0,150,서해안선,0313538143,경기도 화성군 팔탄면 덕천리 102-3,92,화성(서울)휴게소,화성(서울),True,,True,True,False,True,False,37.143497,126.881289,200000
0,290,세종포천선,031)5249773,경기도 남양주시 별내중앙로58번길 30,526,별내(포천)휴게소,별내(포천),False,,False,False,False,False,False,,,990000
1,290,세종포천선,0319284113,경기도 남양주시 별내2로 117 (별내농협) 별내면 광전리 산 110-5 외 3필지,524,의정부(구리)휴게소,의정부(구리),False,,False,False,False,False,False,,,990000
0,1000,수도권제1순환선,0315293564,경기 구리시 사노동 170-13 구리고속도로휴게소,371,구리(일산)휴게소,구리(일산),True,,True,True,False,False,False,37.628023,127.139237,200000
0,1000,수도권제1순환선,,경기도 구리시 서울외곽순환도로 27,564,구리남양주행복드림쉼터,구리남양주행복드림쉼터,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,,경기도 시흥시 군자로335번길 36-29,560,군자행복드림쉼터,군자행복드림쉼터,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,00000000000,경기 구리시 토평동 서울외곽순환고속도로 27,428,김포(외측)졸음쉼터(舊성남구리),김포(외측)졸음쉼터(舊성남구리),False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,00000000000,경기 김포시 고촌면 김포대로319번길 209-23,431,김포졸음쉼터내측,김포졸음쉼터내측,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,00000000000,경기 김포시 고촌면 김포대로319번길 209-23,430,김포졸음쉼터외측,김포졸음쉼터외측,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,,서울 송파구 송파동 185-5,425,김포행복드림쉼터,김포행복드림쉼터,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,,경기 하남시 춘궁동 212,336,서하남행복드림쉼터,서하남행복드림쉼터,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,00000000000,경기도 성남시 수정구 수진동 39-13,528,성남졸음쉼터,성남졸음쉼터,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,0314819715,경기 시흥시 조남동 서울외곽순환고속도로,530,시흥하늘휴게소,시흥하늘,True,,True,True,True,True,False,37.383794,126.855452,200000
0,1000,수도권제1순환선,00000000000,경기 양주시 장흥면 서울외곽순환고속도로 58,469,양주(일산)휴게소,양주(일산),False,,False,False,False,False,False,,,990000
0,1000,수도권제1순환선,0314217344,경기 의왕시 청계동 안양판교로 476 의왕(청계)휴게소,329,의왕(일산)휴게소,의왕(일산),False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,0000000000,경기 의왕시 청계동,424,청계졸음쉼터,청계졸음쉼터,False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,0000000000,경기 성남시 중원구 성남동,423,청계졸음쉼터(舊성남),청계졸음쉼터(舊성남),False,,False,False,False,False,False,,,200000
0,1000,수도권제1순환선,0000000000,경기 구리시 토평동 108-7,426,행복드림쉼터,행복드림쉼터,False,,False,False,False,False,False,,,200000
1,270,순천완주선,0000000000,전북 임실군 관촌면 방현리 산32,393,관촌(광양)휴게소,관촌(광양),False,,False,False,False,False,False,,,800000
0,270,순천완주선,00000000000,전북 임실군 관촌면 방현리 산 39-2,392,관촌(전주)휴게소,관촌(전주),False,,False,False,False,False,False,,,800000
1,270,순천완주선,0636446116,전북 임실군 오수면 오산리 675-18,361,오수(순천)휴게소,오수(순천),True,,True,True,False,False,False,35.540925,127.309267,500000
0,270,순천완주선,0636445115,전북 임실군  순천완주고속도로 74,360,오수(완주)휴게소,오수(완주),True,,True,True,False,False,True,35.540271,127.311622,500000
1,270,순천완주선,0636312020,전북 남원시 수지면 순천완주고속도로 49,594,춘향(순천)휴게소,춘향(순천),True,,False,False,False,False,False,,,500000
1,270,순천완주선,0000000000,전북 남원시 수지면 남창리 산39-1,391,춘향(순천)휴게소,춘향(순천),True,,False,False,False,False,False,,,500000
0,270,순천완주선,0000000000,전북 남원시 수지면 산정리 산11-4,390,춘향(완주)휴게소,춘향(완주),True,,False,False,False,False,False,,,500000
0,270,순천완주선,0636356688,전북 남원시 수지면 순천완주고속도로 50,595,춘향(완주)휴게소,춘향(완주),True,,False,False,False,False,False,,,500000
1,270,순천완주선,0617821135,전남 순천시 황전면 선변리 560-7,364,황전(순천)휴게소,황전(순천),True,,True,True,False,False,False,35.148905,127.454145,500000
0,270,순천완주선,0617821154,전남 순천시 황전면 선변리 595-7,365,황전(완주)휴게소,황전(완주),True,,True,True,False,False,False,35.153306,127.454683,500000
1,500,영동선,0336488850,강원도 강릉시 성산면 보광리 산273,181,강릉(강릉)휴게소,강릉(강릉),True,,True,True,False,True,False,37.758206,128.806648,300000
0,500,영동선,0336479970,강원도 강릉시 성산면 보광리 산4-2,182,강릉(인천)휴게소,강릉(인천),True,,True,True,False,False,False,37.760275,128.8053601,300000
0,500,영동선,0316349200,경기 이천시 마장면 각평리 319,292,덕평휴게소,덕평,True,,True,True,True,True,True,37.241456,127.390189,300000
1,500,영동선,0337318481,강원 원주시 문막읍 원문로 1234,201,문막(강릉)휴게소,문막(강릉),True,1.0,True,True,True,True,False,37.335469,127.8582201,300000
0,500,영동선,0337347471,강원 원주시 문막읍 포진리,199,문막(인천)휴게소,문막(인천),True,,True,True,False,False,False,37.297853,127.817261,300000
0,500,영동선,0330000000,강원도 원주시 소초면 평창리 산 125-8,559,소초졸음쉼터,소초졸음쉼터,False,,False,False,False,False,False,,,300000
0,500,영동선,0000000000,경기 시흥시 계수동 서해안로1780번길 94,427,시흥졸음쉼터내측,시흥졸음쉼터내측,False,,False,False,False,False,False,,,200000
0,500,영동선,0000000000,경기 시흥시 계수동 서울외곽고속도로 졸음쉼터,429,시흥졸음쉼터외측,시흥졸음쉼터외측,False,,False,False,False,False,False,,,200000
0,500,영동선,0314827775,경기 안산시 단원구 영동고속도로 15(선부동),589,안산휴게소,안산,False,,False,False,False,False,False,,,200000
1,500,영동선,0318823120,경기 여주군 가남면 본두리 687-1,203,여주(강릉)휴게소,여주(강릉),True,,True,True,True,True,False,37.238022,127.568892,300000
0,500,영동선,0318822900,경기도 여주시 가남읍 화평길 116,204,여주(인천)휴게소,여주(인천),True,,True,True,False,False,False,37.239739,127.569949,300000
1,500,영동선,0313393663,경기도 용인시 고림동 9번지,207,용인(강릉)휴게소,용인(강릉),True,,True,True,False,True,True,37.245583,127.2419801,300000
0,500,영동선,0313393660,경기도 용인시 고림동 89번지,208,용인(인천)휴게소,용인(인천),True,,True,True,False,False,False,37.248318,127.238342,300000
1,500,영동선,00000000000,강원도 평창군 대관령면 유천리 838-1,541,월정(강릉)졸음쉼터,월정(강릉)졸음쉼터,False,,False,False,False,False,False,,,300000
1,500,영동선,0310000000,경기 수원시 장안구 이목동 108 고속도로 이목(강릉) 졸음쉼터내,435,이목(강릉)졸음쉼터,이목(강릉)졸음쉼터,False,,False,False,False,False,False,,,200000
1,500,영동선,0333345100,강원도 평창군 용평면 이목정리 778-2,188,평창(강릉)휴게소,평창(강릉),True,1.0,True,True,False,True,False,37.6055701,128.452681,300000
0,500,영동선,0333336131,강원 평창군 용평면 이목정리,186,평창(인천)휴게소,평창(인천),True,,True,True,False,False,False,37.610876,128.463363,300000
1,500,영동선,0310000000,경기 성남시 분당구 궁내동 257-20,434,하이패스센터졸음쉼터,하이패스센터졸음쉼터,False,,False,False,False,False,False,,,200000
1,500,영동선,0333424231,강원도 횡성군 안흥면 영동고속도로 154,194,횡성(강릉)휴게소,횡성(강릉),True,1.0,True,True,False,True,False,37.462755,128.133969,300000
0,500,영동선,0333424200,강원 횡성군 안흥면 영동고속도로 153,195,횡성(인천)휴게소,횡성(인천),True,,True,True,False,False,False,37.464983,128.135449,300000
0,205,완주장수선,0000000000,전북 완주군 용진면 상삼리 산 49-3,394,완주(익산)휴게소,완주(익산),False,,False,False,False,False,False,,,800000
1,205,완주장수선,0632446601,전북 완주군 용진면 상삼리 산 106,395,완주(장수)휴게소,완주(장수),False,,False,False,False,False,False,,,800000
0,205,완주장수선,0634321380,전북 진안군 진안읍 단양리 171-110,285,진안마이산(익산)휴게소,진안마이산(익산),True,,True,True,False,False,False,35.777898,127.425279,800000
1,205,완주장수선,0634326350,전북 진안군 진안읍 단양리 333-75,286,진안마이산(장수)휴게소,진안마이산(장수),True,,True,True,False,False,False,35.7748201,127.426362,800000
0,160,울산선,0522542821,울산광역시 울주군 언양읍 언양로 429,538,울산행복드림쉼터,울산행복드림쉼터,False,,False,False,False,False,False,,,700000
0,652,울산포항선,0540000000,경북 경주시 양북면 용동리 산241-5,501,양북임시(상)휴게소,양북임시(상),False,,False,False,False,False,False,,,700000
1,652,울산포항선,0540000000,경북 경주시 양북면 용동리 산241-7,502,양북임시(하)휴게소,양북임시(하),False,,False,False,False,False,False,,,700000
1,652,울산포항선,0547450637,경상북도 경주시 외동읍 내외로 577-189 상석길 58-74,441,외동(부산)휴게소,외동(부산),True,,True,True,False,False,False,35.672753,129.285277,700000
0,652,울산포항선,0547450631,경북 경주시 외동읍 상석길 58-70,440,외동(포항)휴게소,외동(포항),True,,True,True,False,True,False,35.672847,129.288543,700000
0,1300,인천국제공항선,00000000000,인천 서구 오류동 정서진남로 25,483,영종대교휴게소,영종대교,False,,False,False,False,False,False,,,990000
0,450,중부내륙선,031000000,경기도 여주시 가남읍 삼승리 143-1,566,가남(창원)졸음쉼터,가남(창원)졸음쉼터,False,,False,False,False,False,False,,,900000
1,450,중부내륙선,0438326594,충북 괴산군 장연면 오가리 293-2,295,괴산(양평)휴게소,괴산(양평),False,,True,True,False,True,False,36.831894,127.960141,900000
0,450,중부내륙선,0438327966,충북 괴산군 장연면 오가리 103번지,303,괴산(창원)휴게소,괴산(창원),False,,True,True,False,False,False,36.831456,127.957845,900000
1,450,중부내륙선,0549315741,경북 성주군 용암면 본리 428,278,남성주참외(양평)휴게소,남성주참외(양평),True,,True,True,False,False,False,35.858422,128.319904,600000
0,450,중부내륙선,0549337105,경북 성주군 선남면 명포리 880-5,277,남성주참외(창원)휴게소,남성주참외(창원),True,,True,True,False,False,False,35.869015,128.316816,600000
0,450,중부내륙선,0310000000,경기도 양평군 강상면 중부내륙고속도로 298,598,남한강휴게소,남한강,False,,False,False,False,False,False,,,300000
1,450,중부내륙선,0545541620,경북 문경시 유곡동 458,268,문경(양평)휴게소,문경(양평),False,2.0,True,True,False,True,False,36.621068,128.1523901,900000
0,450,중부내륙선,0545541655,경북 문경시 유곡동 중부내륙고속도로173 460,273,문경(창원)휴게소,문경(창원),False,,True,True,False,False,False,36.620549,128.149982,900000
0,450,중부내륙선,0318859760,경기 여주시 세종대왕면 중부내륙고속도로 272,350,서여주(양평)휴게소,서여주(양평),True,,True,True,False,True,False,37.278607,127.580501,300000
1,450,중부내륙선,0318849714,경기 여주시 세종대왕면 중부내륙고속도로 271,351,서여주(창원)휴게소,서여주(창원),True,,True,True,False,False,False,37.279412,127.578083,300000
1,450,중부내륙선,0544826011,경북 구미시 옥성면 대원리 31-3,173,선산(양평)휴게소,선산(양평),False,,True,True,False,True,False,36.277941,128.249296,900000
0,450,중부내륙선,0544826031,경북 구미시 옥성면 대원리 85-1,174,선산(창원)휴게소,선산(창원),False,,True,True,False,True,False,36.274223,128.250745,900000
1,450,중부내륙선,0549330800,경북 성주군 초전면 용봉리(중부내륙고속도로),397,성주(양평)휴게소,성주(양평),True,,True,True,False,True,False,36.0082601,128.261541,600000
0,450,중부내륙선,0549320800,경북 성주군 초전면 용봉리 산129-48,396,성주(창원)휴게소,성주(창원),True,,True,True,False,True,False,36.010603,128.259675,600000
0,450,중부내륙선,0555212978,경남 창녕군 영산면 신제리 1471-1,177,영산(창원)휴게소,영산(창원),True,,True,True,False,False,False,35.429794,128.495915,700000
1,450,중부내륙선,0510000000,경남 창녕군 창녕읍 탐하리 81-11 중부내륙고속도로 창녕(양평)졸음쉼터,558,창녕(양평)졸음쉼터,창녕(양평)졸음쉼터,False,,False,False,False,False,False,,,700000
1,450,중부내륙선,0438579229,충북 충주시 중앙탑면  중부내륙고속도록 230-1,169,충주(양평)휴게소,충주(양평),False,,True,True,False,True,True,37.023175,127.839297,900000
0,450,중부내륙선,0438579339,충북 충주시 가금면 용전리 산 50-3,170,충주(창원)휴게소,충주(창원),False,,True,True,False,False,False,37.022229,127.837071,900000
1,450,중부내륙선,0555879656,경남 함안군 칠서면 계내리 35,179,칠서(양평)휴게소,칠서(양평),True,,True,True,False,True,False,35.3708801,128.496807,700000
0,4510,중부내륙선의 지선,0536150337,대구광역시 달성군 현풍면 성하리 342,243,현풍(대구)휴게소,현풍(대구),True,,True,True,False,True,False,35.701841,128.4381001,700000
1,4510,중부내륙선의 지선,0536142436,대구 달성군 현풍면 성하리 286,244,현풍(창원)휴게소,현풍(창원),True,,True,True,False,False,False,35.701783,128.435359,700000
